Name	Label	Definitional reference	Definition
capillary_isotachophoresis	capillary isotachophoresis	CHMO:0001034	An electrophoresis method in a capillary containing a discontinuous buffer system where the analytes migrate according to their electrophoretic mobilities forming a chain of adjacent zones moving with equal velocity between two solutions the leading and terminating electrolytes bracketing the mobility range of the analytes.
alpha_particle_x_ray_spectroscopy	alpha-particle X-ray spectroscopy	CHMO:0000308	X-ray emission spectroscopy where the sample is irradiated with alpha-particles and the energies of the backscattered alpha-particles and X-rays emitted due to core-to-core transitions are measured.
directive_information_entity	directive information entity	IAO:0000033	An information content entity whose concretizations indicate to their bearer how to realize them in a process."en
high_pressure_fluorescence_correlation_spectroscopy	high-pressure fluorescence correlation spectroscopy	CHMO:0002141	Spectroscopy where the spontaneous fluorescence intensity fluctuations of a sample are measured and correlated within a very small detection volume. Ultraviolet light is used to stimulate fluorescence and the sample is held inside a single fused silica microcapillary under high pressure up to 300 MPa.
rapid_electrokinetic_patterning	rapid electrokinetic patterning	CHMO:0002149	A technique that utlilises the movement of particles under the influence of an electric field e.g. electroosmosis or electrophoresis in conjunction with illumination of a photosensitive substrate to form a pattern. Particles suspended in DI water are placed between two parallel ITO electrodes biased with an AC signal. Light of wavelength 1064 nm is used to heat the fluid sample and induce an electrohydrodynamic microvortex bringing the particles towards its centre forming a pattern.
temperature_gradient_gel_electrophoresis	temperature gradient gel electrophoresis	CHMO:0001043	A separation method where colloidal particles consisting of polynucleotides move at different speeds according to their charge and frictional forces in a separation medium consisting of a gel across which an electric field is applied and across which there is a gradient of temperatures that cause double-stranded DNA to unzip.
time_correlated_single_photon_counting	time-correlated single photon counting	CHMO:0001963	A method that is used to measure the relaxation rate of molecules in fluorescent samples. A laser pulse excites the molecule and the time taken for it to emit a single photon is measured.
ion_projection_lithography	ion projection lithography	CHMO:0001408	A synthesis technique that uses ions to transfer a pattern to a substrate. The substrate is coated with a film or 'resist and a focused ion beam 75 keV He ions is scanned across a patterned mask inducing chemical reactions in the resist. The desired pattern is obtained by selectively removing either exposed or non-exposed regions of the resist 'developing'.
auxiliary_electrode	auxiliary electrode	CHMO:0002358	An electrode that serves merely to carry the current flowing through an electrochemical cell.
hydrogen_atmosphere	hydrogen atmosphere	CHMO:0002788	A laboratory atmosphere consisting of gaseous diatomic hydrogen.
t_cell_receptor_complex	T cell receptor complex	GO:0042101	A protein complex that contains a disulfide-linked heterodimer of T cell receptor TCR chains which are members of the immunoglobulin superfamily and mediates antigen recognition ultimately resulting in T cell activation. The TCR heterodimer is associated with the CD3 complex which consists of the nonpolymorphic polypeptides gamma delta epsilon zeta and in some cases eta an RNA splice variant of zeta or Fc epsilon chains.
ostwald_ripening	Ostwald ripening	CHMO:0001686	The growth of larger crystals from those of smaller size which have a higher solubility than the larger ones.
multiple_headspace_extraction	multiple headspace extraction	CHMO:0001581	The process of transferring a substance from a solid or liquid matrix to the vapour phase by heating. Once the concentration of the analyte in the headspace is in equilibrium with the concentration in the sample matrix the headspace is removed. The process is repeated multiple times allowing the new equilibrium to form at each stage.
29si_solid_state_nuclear_magnetic_resonance_spectroscopy	29Si solid-state nuclear magnetic resonance spectroscopy	CHMO:0001954	Spectroscopy where the energy states of 29Si nuclei in a solid sample placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them.
confidence_interval	confidence interval	OBCS:0000070	A quantitative confidence value that refers to an interval give values within which there is a high probability 95 percent by convention that the true population value can be found. The calculation of a confidence interval considers the standard deviation of the data and the number of observations. Thus a confidence interval narrows as the number of observations increases or its variance dispersion decreases.
laser_induced_simultaneous_thermophoresis	laser-induced simultaneous thermophoresis	CHMO:0002089	A separation method where two or more particles e.g. proteins are separated according to their thermal conductivity in a separation medium across which a thermal gradient  produced by laser irradiation is applied.
decoupling_using_mind_boggling_optimisation_pulse_sequence	decoupling using mind-boggling optimisation pulse sequence	CHMO:0001854	A sequence of pulses used in magic angle spinning NMR to remove the effect of homonuclear dipolar couplings. For the pulse sequence see Chem. Phys. Lett. 2004 398 pg 532.
fourier_transform_ion_cyclotron_resonance_mass_spectrometry	Fourier transform ion cyclotron resonance mass spectrometry	CHMO:0000502	Mass spectrometry where the mass-to-charge ratio of the sample ions is determined by measuring their cyclotron frequency the frequency at which they precesses in a fixed magnetic field and subjecting it to a Fourier transform.
vacuum_sublimation	vacuum sublimation	CHMO:0002219	A technique for purifying solid samples by heating the sample under vacuum. The sample sublimes and the vapours condense as a purified compound on a cooled surface leaving the non-volatile residue impurities behind.
cold_spray_ionisation_mass_spectrum	cold-spray ionisation mass spectrum	CHMO:0000930	A plot of relative abundance  vs. mass-to-charge ratio obtained from a mass spectrometry experiment  where the ions are obtained by forcing a solution usually in an organic solvent of the sample through a small cold 1080 C capillary at a flow rate of 110 L min1 into an electric field to produce a very fine mist of charged droplets.
extrusion	extrusion	CHMO:0001613	A process used to create objects of a fixed cross-sectional profile by forcing or drawing a material through a die.
sputter_coater	sputter coater	CHMO:0002122	A piece of apparatus consisting of an anode the specimen a cathode the source of sputter atoms or 'target' and a magnet all held inside a vacuum chamber which is used to coat specimens with a thin layer of atoms e.g. Au prior to microscopy.
absorption_spectrum	absorption spectrum	CHMO:0000801	A plot of absorbance vs. wavelength obtained by measuring the amount of radiation absorbed by a sample as a function of the wavelength of incident radiation.
ribonucleic_acid_immunoprecipitation	ribonucleic acid immunoprecipitation	CHMO:0001695	The sedimentation of a solid material a 'precipitate' consisting of a proteinspecific antibody complex where the protein is part of a proteinRNA complex from solution. This method is used to determine the location of RNA binding sites for particular proteins of interest.
elution	elution	CHMO:0002742	A process wherein one material is extracted from another by interaction with a solvent.
nitrogen_adsorption_desorption_isotherm	nitrogen adsorption-desorption isotherm	CHMO:0001993	A plot of relative pressure vs. volume adsorbed obtained by measuring the amount of N2 gas that adsorbs onto the surface of interest the 'sorbate' and the subsequent amount that desorbs at a constant temperature.
high_angular_annular_dark_field_scanning_transmission_electron_micrograph	high-angular annular dark-field scanning transmission electron micrograph	CHMO:0002619	An image obtained by scanning the specimen with a finely focused <10 nm diameter electron beam under vacuum and measuring the intensities of the transmitted electrons. The beam of electrons is scattered or diffracted at high angles before reaching the specimen and the image results from a weakening of the beam by its interaction with the sample. An annular aperture is used to select electrons that have passed through given symmetric zones within the objective lens of the microscope.
inductively_coupled_plasma_field_sector_mass_spectrometry	inductively coupled plasma field sector mass spectrometry	CHMO:0000547	Mass spectrometry where the sample is ionised in a plasma a partially ionised gas-such as Ar-containing free electrons which has been generated by electromagnetic induction. The beam of ions is then directed into magnetic field the orientation of which is perpendicular to the beam. The magnetic field forces the charged particles into different circular trajectories the radii of which depend on the strength of the magnetic field the accelerating voltage and the mass of the ion.
j_spectroscopy	J-spectroscopy	CHMO:0000606	A type of homonuclear protonproton NMR spectroscopy where chemical shift and J-coupling information are separated onto different frequency axes.
relative_x_ray_reflectometry	relative X-ray reflectometry	CHMO:0000221	A method for determining structure by directing a beam of X-rays at an extremely flat surface at a grazing angle and measuring the intensity of the reflected X-rays as a function of angle.
glow_discharge_mass_spectrometry	glow-discharge mass spectrometry	CHMO:0000537	Plasma mass spectrometry where the plasma has been generated by passing an electrical discharge between two electrodes under reduced pressure. The ions are then characterised by their mass-to-charge ratio and relative abundance.
wet_etching	wet etching	CHMO:0001571	The process of using strong acids/alkalis to cut into the unprotected parts of a surface e.g. metal or silicon to create a pattern.
vibrating_tube_densiometry	vibrating-tube densiometry	CHMO:0002096	The measurement of the density of a solution by determining the resonant frequency of a quartz U-tube which holds about 1 mL of sample.
sonoluminescence_detection	sonoluminescence detection	CHMO:0001256	The detection of short bursts of light emitted from a liquid sample excited by sound.
laurdan_generalised_polarisation_spectroscopy	laurdan generalised polarisation spectroscopy	CHMO:0002188	Spectroscopy where the difference between the red and blue fluorescence emission of the fluorescent probe laurdan 6-dodecanoyl-2- dimethylaminonaphthalene which depends on the phase of lipid membranes is measured.
muffle_furnace	muffle furnace	CHMO:0002800	A device for heating substances to high temperatures where the material is kept separate from the fuel.
percentage_yield	percentage yield	CHMO:0002855	The mass of the product of a synthesis expressed as a percentage of the theoretical maxim mass given the masses of the reactants.
free_flow_electrophoresis	free-flow electrophoresis	CHMO:0001045	An electrophoresis method where the sample is introduced continuously to the separation chamber and the electric field is applied perpendicular to the hydrodynamic flow resulting in two-dimensional separation of the analytes based on the flow rate and their electrophoretic mobilities.
quality_of_a_substance	quality of a substance	PATO:0002198	A quality inhering in a bearer by virtue of its constitution.
azithal_photoelectron_diffraction	aziμthal photoelectron diffraction	CHMO:0000153	A method for determining structure during photoelectron spectroscopy. Photons are directed at a sample and diffraction patterns resulting from the emission of electrons are determined as a function of emission angle.
multi_dimensional_chromatography	multi-dimensional chromatography	CHMO:0002001	A multi-dimensional separation method where the separation processes are all chromatography.
electrospray_ionisation_mass_spectrum	electrospray ionisation mass spectrum	CHMO:0000812	A plot of relative abundance  vs. mass-to-charge ratio obtained from a mass spectrometry experiment  where the ions are obtained by forcing a solution usually in an organic solvent of the sample through a small heated capillary at a flow rate of 110 L min-1 into an electric field to produce a very fine mist of charged droplets.
surface_enhanced_infrared_absorption_spectroscopy	surface enhanced infrared absorption spectroscopy	CHMO:0000641	Spectroscopy where the rough metal surface of a sample absorbs radiation in the infrared region 0.781000 m.
trapping_method	trapping method	CHMO:0001768	Any method used to trap a sample for further analysis.
15n_solid_state_nuclear_magnetic_resonance_spectroscopy	15N solid-state nuclear magnetic resonance spectroscopy	CHMO:0001079	Spectroscopy where the energy states 15N nuclei in a solid sample placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them.
nanoflow_liquid_chromatography_electrospray_ionisation_mass_spectrometry	nanoflow liquid chromatography-electrospray ionisation mass spectrometry	CHMO:0000752	A method where a sample mixture is first separated by liquid chromatography with a flow rate of nL min-1 before being ionised by forcing the solution usually in an organic solvent through a small heated capillary at a flow rate of 110 L min-1 into an electric field to produce a very fine mist of charged droplets. The ions are then characterised by their mass-to-charge ratio and relative abundance.
environment_control_function	environment control function	OBI:0000401	An environmental control function is a function that regulates a contained environment within specified parameter ranges. For example the control of light exposure humidity and temperature."en
langmuirblodgett_assembly	Langmuir–Blodgett assembly	CHMO:0001303	A method of depositing crystalline films one molecular layer at a time by dipping the substrate into water containing a polymer that forms a single layer of molecular chains on the surface. This layer is then transferred from the water to the substrate.
warm_extrusion	warm extrusion	CHMO:0001617	A process used to create objects of a fixed cross-sectional profile by forcing or drawing a material through a die at a temperature that is above room temperature but below the recrystallisation temperature of the material 400900 C.
elution	elution	OBI:0302905	the process of extracting one material from another by washing with a solvent to remove adsorbed material from an adsorbent as in washing of loaded ion-exchange resins to remove captured ions"en
independent_continuant	independent continuant	BFO:0000004	A continuant that is a bearer of quality and realizable entity entities in which other entities inhere and which itself cannot inhere in anything."en
near_edge_x_ray_absorption_fine_structure_spectrum	near-edge X-ray absorption fine structure spectrum	CHMO:0002070	A plot of intensity vs. energy obtained by measuring the number and energy of X-rays absorbed by the sample within 40 eV of the absorption edge the part of the spectrum where the incident X-ray energy matches the binding energy of an electron.
high_resolution_x_ray_diffraction	high-resolution X-ray diffraction	CHMO:0000862	A method for determining structure by directing a parallel beam of X-rays at the sample and detecting the positions and intensities of the diffracted X-rays as a pattern of spots on a photographic plate.
electron_beam_induced_deposition	electron-beam-induced deposition	CHMO:0001358	A synthesis method where an electron beam is used to decompose gaseous molecules leading to deposition of a solid on a nearby substrate.
195pt_nuclear_magnetic_resonance_spectroscopy	195Pt nuclear magnetic resonance spectroscopy	CHMO:0002455	Spectroscopy where the energy states of 195Pt nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them.
microscope	microscope	CHMO:0000953	A piece of apparatus which is used to generate an image of the surface of a specimen whether by focusing reflected light onto where it can be collected or by scanning a given area of the surface.
neutral_buoyancy_densiometry	neutral buoyancy densiometry	CHMO:0002094	The measurement of the density of a solution by determining the neutral buoyancy of an object the point at which it maintains a constant depth in the solution.
197au_nuclear_magnetic_resonance_spectroscopy	197Au nuclear magnetic resonance spectroscopy	CHMO:0000787	Spectroscopy where the energy states of 197Au nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them.
photoelectron_spectrum	photoelectron spectrum	CHMO:0000822	A plot of photoelectron count vs. kinetic energy.
ionisation_detected_stimulated_raman_spectroscopy	ionisation-detected stimulated Raman spectroscopy	CHMO:0001942	Spectroscopy where the Raman scattering of monochromatic light from two lasers 'pump' and 'probe' by a sample is detected. The molecules in the sample are ionised using an ultraviolet laser in order to improve the signal-to-noise ratio of the spectrum.
microspectrophotometry	microspectrophotometry	CHMO:0000582	Spectroscopy where an optical microscope is used to image the sample and locate a small area for spectral analysis with radiation in the ultraviolet to near infrared range.
x_ray_microprobe_spectroscopy	X-ray microprobe spectroscopy	CHMO:0000306	Spectroscopy where the sample is bombarded with a finely focused X-ray beam <10 m diameter and the X-ray absorption coefficient of the sample is measured.
photon_scanning_tunnelling_microscopy	photon scanning tunnelling microscopy	CHMO:0000119	Microscopy where the specimen is illuminated with a near-field of photons. An image of the surface is obtained by mechanically moving an optical fibre probe in a raster scan over the specimen line by line and detecting any photons which tunnel from the specimen to the probe as a function of position. A feedback loop is used to maintain a fixed relationship between the optical fibre probe and surface during scanning.
kelvin_probe_method	Kelvin probe method	CHMO:0002458	A measurement method for determining the contact potential difference or difference in work functions between the sample and a reference electrode. In this method the probe which is made of a material with a known work function commonly tungsten or platinum is arranged close to the sample surface as a parallel-plate capacitor with a small spacing. The probe is vibrated causing a change in the capacitance between the electrodes resulting in a small ac current. The work function difference is measured by applying an opposing external bias voltage such that the ac current is zero.
standard_atomic_force_infrared_microscopy	standard atomic force infrared microscopy	CHMO:0002666	The simultaneous collection of AFM topography data and spatially-resolved infrared spectra by measuring the infrared absorption via transient deformation of the AFM cantilever induced by an infrared pulsed laser tuned to a wavelength that corresponds to a vibrational absorbing wavelength in the specimen as a function of AFM tip position. The specimen is deposited on an ATR-compatible ZnSe prism and infrared light is introduced into the prism at an angle exceeding the critical angle for internal reflection. This produces an evanescent wave at the reflecting surface.
		CHMO:0000231	
transmission_electron_microscopy_selected_area_electron_diffraction	transmission electron microscopy selected area electron diffraction	CHMO:0001174	A method for determining structure by directing a beam of high energy 10200 keV electrons at the sample within a transmission electron microscope and recording the resulting diffraction pattern produced by any electrons transmitted through the sample.
gas_chromatography_thermal_conductivity_detection	gas chromatography-thermal conductivity detection	CHMO:0001740	Thermal conductivity detection where the sample is the eluent from a gas chromatography separation.
gold_nanoparticle	gold nanoparticle	CHEBI:50825	A nanoparticle consisting of gold atoms.
111cd_nuclear_magnetic_resonance_spectroscopy	111Cd nuclear magnetic resonance spectroscopy	CHMO:0001965	Spectroscopy where the energy states of 111Cd nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them.
single_drop_micro_extraction	single-drop micro-extraction	CHMO:0001603	The process of transferring a dissolved substance from one liquid phase to another immiscible or partially miscible liquid phase in contact with it. A microdrop of organic solvent 8 L is suspended from the end of Teflon rod immersed in a stirred aqueous solution of the sample. The sample solution is stirred until equilibrium is reached after which the drop is retracted into the Teflon rod.
thermocouple	thermocouple	CHMO:0001097	A piece of apparatus that generates electrical current when it experiences a thermal gradient.
quick_extended_x_ray_absorption_fine_structure_spectroscopy	quick extended X-ray absorption fine structure spectroscopy	CHMO:0000301	X-ray absorption spectroscopy where changes in the X-ray absorption coefficient measured 5001000 eV below the absorption edge the part of the spectrum where the incident X-ray energy matches the binding energy of an electron are determined as a function of incident X-ray energy. A monochromator is scanned continuously and rapidly around the absorption edge resulting in measurement times of seconds normal EXAFS measurements take minutes.
vibrational_spectroscopy	vibrational spectroscopy	CHMO:0000628	Spectroscopy which probes the vibrational degrees of freedom of a molecule.
synchrotron_fourier_transform_infrared_spectroscopy	synchrotron Fourier transform infrared spectroscopy	CHMO:0001821	Spectroscopy where the sample absorbs a single pulse of radiation from the infrared region 0.781000 m produced in a synchrotron and the spectrum obtained is subject to a Fourier transform.
laser_ablation	laser ablation	CHMO:0001132	A sample preparation method where material is removed from a specimen by illuminating it with a laser beam.
reproducibility_standard_deviation	reproducibility standard deviation	CHMO:0002850	The standard deviation of independent measurements obtained with the same method on identical test material under different conditions.
two_dimensional_small_angle_x_ray_scattering_data	two-dimensional small-angle X-ray scattering data	CHMO:0002273	Data which is obtained from an X-ray scattering experiment where two separate beams of X-rays scattered by a sample at low angles 010 deg.
fourier_transform_infrared_spectroscopy	Fourier transform infrared spectroscopy	CHMO:0000636	Spectroscopy where the sample absorbs a single pulse of radiation from the infrared region 0.781000 m and the spectrum obtained is subject to a Fourier transform.
high_performance_liquid_chromatography_nuclear_magnetic_resonance_mass_spectrometry	high-performance liquid chromatography-nuclear magnetic resonance-mass spectrometry	CHMO:0000716	A method where a sample mixture is first separated by high-performance liquid chromatography before the energy states of spin-active nuclei in the sample placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. The sample is then converted into ions which are characterised by their mass-to-charge ratio and relative abundance.
amperometry	amperometry	CHMO:0000004	An electrochemical technique where the cell current is measured whilst the potential difference between the indicator and reference electrodes is controlled.
quality	quality	PATO:0000001	A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities
two_photon_emission_spectrum	two-photon emission spectrum	CHMO:0002692	A photoluminescence spectrum where the excitation process involves two-photon absorption.
catalytic_reforming	catalytic reforming	CHMO:0001446	Any process in which the molecular structure of a hydrocarbon is rearranged to alter its properties e.g. its combustion characteristics in the presence of a catalyst and under a high pressure of H2 gas.
ultra_fast_laser_spectroscopy	ultra-fast laser spectroscopy	CHMO:0001962	Spectroscopy where the sample is illuminated with one or more laser beams and the absorption or emission of light by the sample is measured in the following fsns timescale is measured.
four_dimensional_nuclear_magnetic_resonance_spectroscopy	four-dimensional nuclear magnetic resonance spectroscopy	CHMO:0002055	Any type of nuclear magnetic resonance spectroscopy in which four independent frequency dimensions are employed for the correlation and dispersal of signals by employing three magnetisation transfer steps. Each signal is described by four frequencies thus effecting the distribution of signals within an axis of cubes.
plasma_activation	plasma activation	CHMO:0002197	A process that involves improving the adhesion properties of a sample using short pulses of a plasma a partially ionised gas containing free electrons and radicals.
alternating_current_dielectrophoresis	alternating-current dielectrophoresis	CHMO:0002325	A separation method where colloidal particles move at different speeds according to their dielectrophoretic mobilities in a separation medium across which an alternating electric field is applied.
paired_emitterdetector_diode_detection	paired emitter–detector diode detection	CHMO:0001727	A detection method that is based on light emitting diodes LEDs. One LED functions as a light source and the other LED is reverse biased to function as a light detector. Light from the source LED is passed through the sample and the intensity received by the detector LED is measured.
size_exclusion_chromatography_high_performance_liquid_chromatography_inductively_coupled_plasma_mass_spectrometry	size-exclusion chromatography-high-performance liquid chromatography-inductively coupled plasma mass spectrometry	CHMO:0000555	A method where a sample mixture is first separated by size-exclusion and high-performance liquid chromatographies before being ionised in a plasma a partially ionised gas-such as Ar-containing free electrons which has been generated by electromagnetic induction and characterised by mass-to-charge ratio and relative abundance.
immobilised_ph_gradient_based_isoelectric_focusing	immobilised pH gradient-based isoelectric focusing	CHMO:0002254	An electrophoresis method for the separation of amphoteric analytes according to their isoelectric points by the application of an electric field along a pH gradient. The pH gradient is formed during casting of the gels therefore cannot be altered during the experiment.
mass_spectrometry	mass spectrometry	CHMO:0000470	Spectrometry where the sample is converted into gaseous ions which are characterised by their mass-to-charge ratio and relative abundance.
angle_resolved_synchotron_radiation_photoelectron_spectroscopy	angle-resolved synchotron radiation photoelectron spectroscopy	CHMO:0000395	Spectroscopy where the sample is illuminated with radiation X-rayultraviolet generated in a synchrotron causing ionisation and the emission of photoelectrons which are detected as a function of emission angle.
121sb_nuclear_magnetic_resonance_spectroscopy	121Sb nuclear magnetic resonance spectroscopy	CHMO:0001979	Spectroscopy where the energy states of 121Sb nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them.
silicon_29_solid_state_nuclear_magnetic_resonance_spectrum	silicon-29 solid-state nuclear magnetic resonance spectrum	CHMO:0001955	A plot of chemical shift vs. intensity for silicon-29 nuclei obtained by measuring the effect of the absorption of radio frequency radiation on nuclear spin-state transitions in the presence of a magnetic field.
thermophoresis	thermophoresis	CHMO:0002087	A separation method where particles move at different speeds according to their thermal conductivity in a separation medium across which a thermal gradient is applied.
electron_electron_coincidence_spectroscopy	electron-electron coincidence spectroscopy	CHMO:0000357	Spectroscopy where the sample is bombarded with high-energy photons resulting in the emission of a pair of electrons which are detected as a function of energy.
supercritical_antisolvent_precipitation_with_enhanced_mass_transfer	supercritical antisolvent precipitation with enhanced mass transfer	CHMO:0001949	A solid sample is dissolved in a common organic or inorganic solvent then sprayed into a supercritical fluid held under pressure resulting in a large decrease in solution density. This effect leads to the reduction in solubility of the solid and precipitation. A surface vibrating at an ultrasonic frequency is used to atomise the solution jet into microdroplets during spraying increasing turbulence and mixing resulting in higher mass transfer and smaller particles.
ribonucleic_acid	ribonucleic acid	CHEBI:33697	High molecular weight linear polymers composed of nucleotides containing ribose and linked by phosphodiester bonds RNA is central to the synthesis of proteins.
molecular_entity	molecular entity	CHEBI:23367	Any constitutionally or isotopically distinct atom molecule ion ion pair radical radical ion complex conformer etc. identifiable as a separately distinguishable entity.
spin_echo_wide_angle_neutron_scattering	spin-echo wide angle neutron scattering	CHMO:0000199	A method for determining structure by measuring the velocity of neutrons in known magnetic fields before and after scattering at wide angles by the sample. The neutrons are scattered by the interaction of neutron spin with spins in the sample 'spin echo'.
vapour_phase_extraction	vapour-phase extraction	CHMO:0002523	The process of transferring a substance from a vapour to a solid phase by passing the vapour sample through a stationary phase e.g. silica particles and then desorbing it using a desorbent or carrier gas.
recrystallisation	recrystallisation	CHMO:0002198	A technique for purifying a crystalline sample where the impure sample is dissolved in a small volume of solvent forming a supersaturated solution. As the temperature of the solution drops pure crystals form the impurities remaining dissolved in the solvent.
spin_polarised_secondary_electron_spectroscopy	spin-polarised secondary electron spectroscopy	CHMO:0000413	Spectroscopy where primary electrons interact with a sample and the electrons emitted as a result of the interaction secondary electrons are detected. A magnet is used to align all electron spins parallel to the surface of the sample.
specificity	specificity	OBCS:0000059	A data item that refers to the proportion of negatives in a binary classification test which are correctly identified
manufacturer	manufacturer	OBI:0000835	A person or organization that has a manufacturer role."en
scattering_with_angular_limitation_projection_electron_beam_lithography	scattering with angular limitation projection electron-beam lithography	CHMO:0001406	A synthesis technique that uses electrons to transfer a pattern to a substrate. The substrate is coated with a film or 'resist and a beam of electrons 100 keV is scanned across an ultrathin <150 nm thickness low-atomic-number patterned mask. Many of the electrons are scattered by the mask so the image is formed only by those electrons that pass through the membrane without scattering. The electrons induce chemical reactions in the resist and the desired pattern is obtained by selectively removing either exposed or non-exposed regions of the resist 'developing'.
specimen_from_organism	specimen from organism	OBI:0001479	A specimen that derives from an anatomical part or substance arising from an organism. Examples of tissue specimen include tissue organ physiological system blood or body location arm."en
sample_heating	sample heating	CHMO:0002770	A sample preparation step involving the increase in temperature of a sample.
lithium_7_atom	lithium-7 atom	CHEBI:52458	The stable isotope of lithium with relative atomic mass 7.016004 92.5 atom percent natural abundance and nuclear spin 3/2.
electron_diffraction_data	electron diffraction data	CHMO:0000894	Data which is obtained from an electron diffraction experiment.
anion_exchange_chromatography	anion-exchange chromatography	CHMO:0001209	Column chromatography where anions are retained by positively charged functional groups in the stationary phase.
31p_magic_angle_spinning_nuclear_magnetic_resonance_spectroscopy	31P magic angle spinning nuclear magnetic resonance spectroscopy	CHMO:0000855	Spectroscopy where the energy states of 31P nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them Anisotropic interactions between nuclei which are usually averaged by Brownian motion in liquid samples cause significant line broadening in solid-state NMR but can be averaged to zero by spinning the sample very rapidly at the magic angle 54.74 with respect to the direction of the magnetic field.
capillary_viscometry	capillary viscometry	CHMO:0001136	The determination of the viscosity of a fluid by measuring the time a defined volume of fluid requires to flow through a capillary tube of a specific length and width.
1h_magic_angle_spinning_nuclear_magnetic_resonance_spectroscopy	1H magic angle spinning nuclear magnetic resonance spectroscopy	CHMO:0001143	Spectroscopy where the energy states of 1H nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods between them. Anisotropic interactions between nuclei which are usually averaged by Brownian motion in liquid samples cause significant line broadening in solid-state NMR but can be averaged to zero by spinning the sample very rapidly at the magic angle 54.74 with respect to the direction of the magnetic field.
enzyme_digestion	enzyme digestion	CHMO:0001494	The decomposition of sample by an enzyme to obtain the sample in liquid form.
apci__ms_spectrum	APCI- MS spectrum	CHMO:0002765	A mass spectrum obtained from negative mode atmospheric pressure chemical ionization mass spectrometry.
scanning_transmission_electron_microscope	scanning transmission electron microscope	CHMO:0002649	A transmission electron microscope where the electron beam is scanned across an electron-transparent specimen under vacuum and the intensities of the transmitted electrons are measured.
automated_thermal_desorption_gas_chromatography_mass_spectrometry	automated thermal desorption-gas chromatography mass spectrometry	CHMO:0001931	A method where a sample mixture is first adsorbed onto packed tubes e.g. Tenax then each tube is automatically moved into a desorption oven and heated 100280 C for 520 min to promote thermal desorption of the mixture into the headspace of the tube. The headspace is sampled and used for gas chromatography and the eluent is then ionised and characterised according to mass-to-charge ratio and relative abundance.
exorcycle	exorcycle	CHMO:0001881	A phase cycle technique used in FT NMR experiments whereby the sense of application or phase of the rf pulses is altered on repeating the experiment to eliminate spectral artefacts. Exorcycle takes its name from the fact that it is used to remove 'phantom' and 'ghost' peaks. For the technique see J. Magn. Reson. 1977 27 pg 511.
electron_spin_resonance_oximetry	electron spin resonance oximetry	CHMO:0002110	A technique used to measure the levels of oxygen in a sample by measuring the enhancement of relaxation rates proportional to O2 concentration of paramagnetic species 'labels' or 'probes' e.g. nitroxides in solution with O2 using ESR spectroscopy.
ultraviolet_detector	ultraviolet detector	CHMO:0002584	A piece of apparatus consisting of a light source a phototelectric cell a diffraction grating or monochromator to separate the different wavelengths of light which is used to detect the absorbance of ultraviolet 190400 nm light by molecules in a sample separated by chromatography.
homoepitaxy	homoepitaxy	CHMO:0001339	A synthesis method which consists of depositing a monocrystalline film from liquid or gaseous precursors on a monocrystalline substrate of the same substance.
solute_role	solute role	OBI:0302733	solute role is a role played by a chemical entity which is dissolved by another chemical entity the solvent when creating a solution"en
rayleigh_scattering_spectroscopy	Rayleigh scattering spectroscopy	CHMO:0000169	A method for determining structure by measuring the change in direction or energy of Rayleigh scattered visible light.
ion_pair_chromatography	ion-pair chromatography	CHMO:0002280	A type of column chromatography in which ions in solution can be 'paired' or neutralised and separated as an ion pair on a reversed-phase column. Ion-pairing agents are usually ionic compounds that contain a hydrocarbon chain.
programmed_temperature_vaporisation	programmed temperature vaporisation	CHMO:0002540	A sample preparation method for gas chromatography in which the sample is deposited into the inlet of the chromatograph at a low temperature then the inlet temperature is rapidly raised to vaporise the desired components and cause their transfer onto the column.
magnetic_trapping	magnetic trapping	CHMO:0002475	The trapping of microscopic particles by a localised magnetic field.
triple_axis_neutron_scattering	triple-axis neutron scattering	CHMO:0000195	A method for determining structure by measuring the change in direction energy and momentum of scattered neutrons. Neutrons are scattered by the atomic nuclei in the sample and suffer a loss of kinetic energy during collisions.
electrospinning	electrospinning	CHMO:0001620	A process used to created very fine m or nm scale fibres from a liquid. A high voltage is applied to a droplet of the liquid sample which is drawn out into fibres and cooled in air.
